,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,listed_in1,listed_in2,listed_in3
7875,s4400,TV Show,Warrior,Not Given,Denmark,2018-11-13,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas
7876,s4401,TV Show,Age of Tanks,Not Given,Germany,2018-11-10,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",Docuseries, International TV Shows, Science & Nature TV
7877,s4404,TV Show,Medal of Honor,Not Given,United States,2018-11-09,2018,TV-MA,1 Season,"Docuseries, TV Dramas",Docuseries, TV Dramas,0
7878,s4406,TV Show,Super Drags,Not Given,Brazil,2018-11-09,2018,TV-MA,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0
7879,s4778,TV Show,Baby Ballroom,Not Given,United Kingdom,2018-07-10,2018,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Reality TV",British TV Shows, International TV Shows, Reality TV
7880,s4407,TV Show,The Queen of Flow,Not Given,Colombia,2018-11-09,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows
7881,s4408,TV Show,Treehouse Detectives,Not Given,South Korea,2018-11-09,2018,TV-Y,2 Seasons,"Kids' TV, TV Thrillers",Kids' TV, TV Thrillers,0
7882,s4409,TV Show,Westside,Not Given,United States,2018-11-09,2018,TV-MA,1 Season,Reality TV,Reality TV,0,0
7883,s4410,TV Show,Transfers,Not Given,France,2018-11-08,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy",Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy
7884,s4411,TV Show,Damnation,Not Given,United States,2018-11-07,2017,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Crime TV Shows, TV Dramas,0
7885,s4413,Movie,John Leguizamo's Latin History for Morons,Not Given,United States,2018-11-05,2018,TV-MA,90 min,Stand-Up Comedy,Stand-Up Comedy,0,0
7886,s4414,TV Show,Kopitiam,Not Given,Malaysia,2018-11-03,2003,TV-14,7 Seasons,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0
7887,s4431,TV Show,Creators,Not Given,Argentina,2018-11-01,2015,TV-Y,2 Seasons,"Kids' TV, Spanish-Language TV Shows",Kids' TV, Spanish-Language TV Shows,0
7888,s4437,TV Show,Follow This,Not Given,United States,2018-11-01,2018,TV-MA,3 Seasons,Docuseries,Docuseries,0,0
7889,s4531,TV Show,Empire Games,Not Given,Czech Republic,2018-10-05,2018,TV-14,1 Season,Docuseries,Docuseries,0,0
7890,s4466,Movie,Yeh Hai Bakrapur,Not Given,India,2018-11-01,2014,TV-PG,95 min,"Comedies, Dramas, Independent Movies",Comedies, Dramas, Independent Movies
7891,s4470,TV Show,Fate/EXTRA Last Encore,Not Given,Japan,2018-10-30,2018,TV-MA,2 Seasons,"Anime Series, International TV Shows",Anime Series, International TV Shows,0
7892,s4475,Movie,Santo Cachón,Not Given,Colombia,2018-10-26,2018,TV-14,87 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
7893,s4477,TV Show,Terrorism Close Calls,Not Given,United States,2018-10-26,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Crime TV Shows, Docuseries, International TV Shows
7894,s4479,TV Show,DreamWorks Spooky Stories,Not Given,United States,2018-10-25,2009,TV-PG,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0
7895,s4480,TV Show,Great News,Not Given,United States,2018-10-25,2017,TV-14,2 Seasons,TV Comedies,TV Comedies,0,0
7896,s4484,TV Show,Here to Heart,Not Given,China,2018-10-23,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas
7897,s4486,TV Show,The Hollywood Masters,Not Given,United States,2018-10-23,2017,TV-MA,3 Seasons,Stand-Up Comedy & Talk Shows,Stand-Up Comedy & Talk Shows,0,0
7898,s4488,TV Show,Accidentally in Love,Not Given,China,2018-10-19,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies
7899,s4489,TV Show,Ask the Doctor,Not Given,Australia,2018-10-19,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",Docuseries, International TV Shows, Science & Nature TV
7900,s4416,TV Show,Brainchild,Not Given,Pakistan,2018-11-02,2018,TV-G,1 Season,Kids' TV,Kids' TV,0,0
7901,s4490,TV Show,Best.Worst.Weekend.Ever.,Not Given,United States,2018-10-19,2018,TV-PG,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0
7902,s4495,TV Show,Making a Murderer,Not Given,United States,2018-10-19,2018,TV-14,2 Seasons,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0
7903,s4496,TV Show,Marvel's Daredevil,Not Given,United States,2018-10-19,2018,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure",Crime TV Shows, TV Action & Adventure,0
7904,s4499,TV Show,Project S The Series,Not Given,Thailand,2018-10-19,2017,TV-MA,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",International TV Shows, TV Dramas, Teen TV Shows
7905,s4502,TV Show,Wanderlust,Not Given,United Kingdom,2018-10-19,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",British TV Shows, International TV Shows, Romantic TV Shows
7906,s4504,TV Show,My Babysitter's a Vampire,Not Given,Canada,2018-10-17,2012,TV-PG,2 Seasons,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0
7907,s4505,TV Show,Rake,Not Given,Australia,2018-10-16,2018,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, TV Comedies",Crime TV Shows, International TV Shows, TV Comedies
7908,s4509,TV Show,Stunt Science,Not Given,United Kingdom,2018-10-15,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",British TV Shows, International TV Shows, Reality TV
7909,s4518,TV Show,The Curious Creations of Christine McConnell,Not Given,United States,2018-10-12,2018,TV-PG,1 Season,"TV Comedies, TV Mysteries",TV Comedies, TV Mysteries,0
7910,s4519,TV Show,The Haunting of Hill House,Not Given,United States,2018-10-12,2018,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",TV Dramas, TV Horror, TV Mysteries
7911,s4524,TV Show,Blood Pact,Not Given,Brazil,2018-10-10,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas
7912,s4528,TV Show,Sofia the First,Not Given,United States,2018-10-08,2017,TV-Y,4 Seasons,Kids' TV,Kids' TV,0,0
7913,s4532,TV Show,LOST SONG,Not Given,Japan,2018-10-05,2018,TV-14,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0
7914,s4492,Movie,Derren Brown: Sacrifice,Not Given,Pakistan,2018-10-19,2018,TV-MA,50 min,Movies,Movies,0,0
7915,s4536,TV Show,YG Future Strategy Office,Not Given,South Korea,2018-10-05,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",International TV Shows, Korean TV Shows, TV Comedies
7916,s4543,TV Show,Monty Python Best Bits (mostly),Not Given,United Kingdom,2018-10-02,2014,TV-MA,1 Season,"British TV Shows, Docuseries, TV Comedies",British TV Shows, Docuseries, TV Comedies
7917,s4547,Movie,Monty Python: Live at Aspen,Not Given,United States,2018-10-02,1998,TV-MA,58 min,"Comedies, Documentaries",Comedies, Documentaries,0
7918,s4550,TV Show,Monty Python's Almost the Truth,Not Given,United Kingdom,2018-10-02,2009,TV-MA,1 Season,"British TV Shows, Docuseries",British TV Shows, Docuseries,0
7919,s4551,TV Show,Monty Python's Fliegender Zirkus,Not Given,United Kingdom,2018-10-02,1972,TV-MA,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0
7920,s4552,TV Show,Monty Python's Flying Circus,Not Given,United Kingdom,2018-10-02,1974,TV-14,4 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows",British TV Shows, Classic & Cult TV, International TV Shows
7921,s4554,TV Show,Monty Python's Personal Best,Not Given,United States,2018-10-02,2005,TV-MA,1 Season,"British TV Shows, TV Comedies",British TV Shows, TV Comedies,0
7922,s4605,TV Show,Strong,Not Given,United States,2018-10-01,2016,TV-14,1 Season,Reality TV,Reality TV,0,0
7923,s4609,TV Show,Three Wives One Husband,Not Given,United Kingdom,2018-10-01,2018,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",British TV Shows, International TV Shows, Reality TV
7924,s4633,TV Show,The Good Cop,Not Given,United States,2018-09-21,2018,TV-14,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",Crime TV Shows, TV Comedies, TV Dramas
7925,s4622,TV Show,Made in Mexico,Not Given,United States,2018-09-28,2018,TV-MA,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",International TV Shows, Reality TV, Spanish-Language TV Shows
7926,s4623,TV Show,Reboot: The Guardian Code,Not Given,Canada,2018-09-28,2018,TV-Y7,2 Seasons,Kids' TV,Kids' TV,0,0
7927,s4624,TV Show,Skylanders Academy,Not Given,South Korea,2018-09-28,2018,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0
7928,s4629,TV Show,DRAGON PILOT: Hisone & Masotan,Not Given,Japan,2018-09-21,2018,TV-14,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0
7929,s4630,TV Show,Maniac,Not Given,United States,2018-09-21,2018,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Mysteries",TV Comedies, TV Dramas, TV Mysteries
7930,s4632,Movie,Rafinha Bastos: Ultimatum,Not Given,Brazil,2018-09-21,2018,TV-MA,63 min,Stand-Up Comedy,Stand-Up Comedy,0,0
7931,s4634,TV Show,Mobile Suit Gundam UC,Not Given,Japan,2018-09-20,2014,TV-PG,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0
7932,s4535,Movie,Super Monsters Save Halloween,Not Given,Pakistan,2018-10-05,2018,TV-Y,25 min,Children & Family Movies,Children & Family Movies,0,0
7933,s4635,TV Show,Transformers: Rescue Bots,Not Given,Canada,2018-09-19,2016,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0
7934,s4636,TV Show,Al Hayba,Not Given,Lebanon,2018-09-15,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas
7935,s4637,TV Show,American Vandal,Not Given,United States,2018-09-14,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Comedies, Teen TV Shows",Crime TV Shows, TV Comedies, Teen TV Shows
7936,s4639,TV Show,Ingobernable,Not Given,Mexico,2018-09-14,2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows
7937,s4640,TV Show,Norm Macdonald Has a Show,Not Given,United States,2018-09-14,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows, TV Comedies,0
7938,s4644,TV Show,The Rise of Phoenixes,Not Given,China,2018-09-14,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure",International TV Shows, Romantic TV Shows, TV Action & Adventure
7939,s4645,Movie,Reversing Roe,Not Given,United States,2018-09-13,2018,TV-14,100 min,Documentaries,Documentaries,0,0
7940,s4646,TV Show,Life,Not Given,South Korea,2018-09-12,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",International TV Shows, Korean TV Shows, TV Dramas
7941,s4648,TV Show,Daniel Sloss: Live Shows,Not Given,United States,2018-09-11,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows, TV Comedies,0
7942,s4652,TV Show,Transformers Prime,Not Given,United States,2018-09-08,2013,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0
7943,s4653,TV Show,Transformers: Robots in Disguise,Not Given,United States,2018-09-08,2016,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0
7944,s4656,TV Show,Marvel's Iron Fist,Not Given,United States,2018-09-07,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",Crime TV Shows, TV Action & Adventure, TV Dramas
7945,s4659,TV Show,Stretch Armstrong & the Flex Fighters,Not Given,United States,2018-09-07,2018,TV-Y7,2 Seasons,Kids' TV,Kids' TV,0,0
7946,s4663,TV Show,Monkey Twins,Not Given,Thailand,2018-09-02,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Crime TV Shows, International TV Shows, TV Action & Adventure
7947,s4664,TV Show,Quantico,Not Given,United States,2018-09-02,2018,TV-14,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Crime TV Shows, TV Dramas, TV Mysteries
7948,s4638,TV Show,Boca Juniors Confidential,Not Given,Pakistan,2018-09-14,2018,TV-PG,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",Docuseries, International TV Shows, Spanish-Language TV Shows
7949,s4671,TV Show,Sisters,Not Given,Australia,2018-09-01,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas
7950,s4673,TV Show,Cathedral of the Sea,Not Given,Spain,2018-08-31,2017,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",International TV Shows, Spanish-Language TV Shows, TV Dramas
7951,s4674,TV Show,Inside the Criminal Mind,Not Given,United States,2018-08-31,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Crime TV Shows, Docuseries, International TV Shows
7952,s4675,TV Show,The Comedy Lineup,Not Given,United States,2018-08-31,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows, TV Comedies,0
7953,s4677,TV Show,Ultimate Beastmaster,Not Given,United States,2018-08-31,2018,TV-PG,3 Seasons,Reality TV,Reality TV,0,0
7954,s4679,TV Show,Undercover Law,Not Given,Colombia,2018-08-31,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows
7955,s4683,TV Show,Chicken Soup for the Soul's Being Dad,Not Given,United States,2018-08-27,2018,TV-MA,1 Season,Docuseries,Docuseries,0,0
7956,s4690,TV Show,The Innocents,Not Given,United Kingdom,2018-08-24,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",British TV Shows, International TV Shows, Romantic TV Shows
7957,s4696,Movie,Party Monster: Scratching the Surface,Not Given,United States,2018-08-17,2018,TV-14,33 min,Comedies,Comedies,0,0
7958,s4697,TV Show,Stay Here,Not Given,United States,2018-08-17,2018,TV-PG,1 Season,Reality TV,Reality TV,0,0
7959,s4703,TV Show,72 Dangerous Animals: Asia,Not Given,Australia,2018-08-10,2018,TV-14,1 Season,"Docuseries, International TV Shows, Science & Nature TV",Docuseries, International TV Shows, Science & Nature TV
7960,s4704,TV Show,Afflicted,Not Given,United States,2018-08-10,2018,TV-MA,1 Season,"Docuseries, Reality TV, Science & Nature TV",Docuseries, Reality TV, Science & Nature TV
7961,s4705,TV Show,All About the Washingtons,Not Given,United States,2018-08-10,2018,TV-PG,1 Season,TV Comedies,TV Comedies,0,0
7962,s4710,TV Show,The Originals,Not Given,United States,2018-08-09,2018,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries",TV Dramas, TV Horror, TV Mysteries
7963,s4712,TV Show,On Children,Not Given,Taiwan,2018-08-05,2018,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries",International TV Shows, TV Dramas, TV Mysteries
7964,s4717,TV Show,Cocaine Coast,Not Given,Spain,2018-08-03,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows
7965,s4678,TV Show,Ultimate Beastmaster México,Not Given,Pakistan,2018-08-31,2018,TV-PG,3 Seasons,"Reality TV, Spanish-Language TV Shows",Reality TV, Spanish-Language TV Shows,0
7966,s4742,TV Show,Switched,Not Given,Japan,2018-08-01,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",International TV Shows, TV Dramas, TV Mysteries
7967,s4743,TV Show,The Could’ve-Gone-All-the-Way Committee,Not Given,Japan,2018-08-01,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas
7968,s4744,TV Show,A Very Secret Service,Not Given,France,2018-07-30,2018,TV-MA,2 Seasons,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0
7969,s4745,TV Show,SWORDGAI The Animation,Not Given,Japan,2018-07-30,2018,TV-MA,2 Seasons,"Anime Series, International TV Shows",Anime Series, International TV Shows,0
7970,s4748,TV Show,Kath and Kim,Not Given,Australia,2018-07-28,2007,TV-MA,6 Seasons,TV Comedies,TV Comedies,0,0
7971,s4751,TV Show,El Chapo,Not Given,Mexico,2018-07-27,2018,TV-MA,3 Seasons,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure
7972,s4753,TV Show,Smoking,Not Given,Japan,2018-07-27,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Crime TV Shows, International TV Shows, TV Action & Adventure
7973,s4755,TV Show,Welcome to the Family,Not Given,Spain,2018-07-27,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas
7974,s4759,TV Show,Amazing Interiors,Not Given,United Kingdom,2018-07-20,2018,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",British TV Shows, International TV Shows, Reality TV
7975,s4760,TV Show,Dark Tourist,Not Given,New Zealand,2018-07-20,2018,TV-MA,1 Season,"Docuseries, International TV Shows",Docuseries, International TV Shows,0
7976,s4762,Movie,Father of the Year,Not Given,United States,2018-07-20,2018,TV-MA,95 min,Comedies,Comedies,0,0
7977,s4763,TV Show,Home: Adventures with Tip & Oh,Not Given,United States,2018-07-20,2018,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0
7978,s4764,TV Show,Jimmy: The True Story of a True Idiot,Not Given,Japan,2018-07-20,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas
7979,s4765,TV Show,Luna Petunia: Return to Amazia,Not Given,Canada,2018-07-20,2018,TV-Y,2 Seasons,Kids' TV,Kids' TV,0,0
7980,s4767,Movie,El club de los buenos infieles,Not Given,Spain,2018-07-19,2018,TV-MA,85 min,"Comedies, International Movies",Comedies, International Movies,0
7981,s4772,TV Show,The Joel McHale Show with Joel McHale,Not Given,United States,2018-07-15,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows, TV Comedies,0
7982,s4773,TV Show,Meteor Garden,Not Given,China,2018-07-14,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas
7983,s4777,TV Show,Mossad 101,Not Given,Israel,2018-07-11,2017,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",International TV Shows, TV Action & Adventure, TV Dramas
7984,s4779,TV Show,Drug Lords,Not Given,United States,2018-07-10,2018,TV-MA,2 Seasons,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0
7985,s4781,TV Show,First Team: Juventus,Not Given,United States,2018-07-06,2018,TV-PG,2 Seasons,"Docuseries, International TV Shows",Docuseries, International TV Shows,0
7986,s4816,TV Show,Borges,Not Given,Brazil,2018-06-25,2018,TV-MA,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0
7987,s4799,TV Show,NCIS,Not Given,United States,2018-07-01,2017,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Crime TV Shows, TV Dramas, TV Mysteries
7988,s4805,TV Show,Somewhere Between,Not Given,United States,2018-06-30,2017,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Crime TV Shows, TV Dramas, TV Mysteries
7989,s4808,TV Show,Churchill’s Secret Agents: The New Recruits,Not Given,United Kingdom,2018-06-29,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",British TV Shows, International TV Shows, Reality TV
7990,s4810,TV Show,Kiss Me First,Not Given,United Kingdom,2018-06-29,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",British TV Shows, Crime TV Shows, International TV Shows
7991,s4814,TV Show,Hotel Transylvania,Not Given,United States,2018-06-26,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0
7992,s4822,TV Show,Marvel's Luke Cage,Not Given,United States,2018-06-22,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",Crime TV Shows, TV Action & Adventure, TV Dramas
7993,s4825,TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,Not Given,United States,2018-06-18,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",International TV Shows, Spanish-Language TV Shows, TV Comedies
7994,s4839,TV Show,Dinosaur King,Not Given,Japan,2018-06-02,2008,TV-Y7,2 Seasons,"Anime Series, Kids' TV",Anime Series, Kids' TV,0
7995,s4842,TV Show,November 13: Attack on Paris,Not Given,France,2018-06-01,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Crime TV Shows, Docuseries, International TV Shows
7996,s4845,TV Show,Unbreakable Kimmy Schmidt,Not Given,United States,2018-05-30,2019,TV-14,4 Seasons,TV Comedies,TV Comedies,0,0
7997,s4846,TV Show,Arrested Development,Not Given,United States,2018-05-29,2019,TV-MA,5 Seasons,TV Comedies,TV Comedies,0,0
7998,s4847,TV Show,The Break with Michelle Wolf,Not Given,United States,2018-05-27,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows, TV Comedies,0
7999,s4849,TV Show,Something in the Rain,Not Given,South Korea,2018-05-26,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows
8000,s4853,TV Show,Trollhunters,Not Given,United States,2018-05-25,2018,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy
8001,s4854,TV Show,Mob Psycho 100,Not Given,Japan,2018-05-22,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",International TV Shows, TV Action & Adventure, TV Comedies
8002,s4858,TV Show,Inspector Gadget,Not Given,Canada,2018-05-18,2017,TV-Y7,4 Seasons,"Crime TV Shows, Kids' TV, TV Comedies",Crime TV Shows, Kids' TV, TV Comedies
8003,s4863,TV Show,Saint Seiya: The Lost Canvas,Not Given,Japan,2018-05-15,2009,TV-MA,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0
8004,s5001,TV Show,Flint Town,Not Given,United States,2018-03-02,2018,TV-MA,1 Season,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0
8005,s4866,TV Show,Bill Nye Saves the World,Not Given,United States,2018-05-11,2018,TV-14,3 Seasons,Stand-Up Comedy & Talk Shows,Stand-Up Comedy & Talk Shows,0,0
8006,s4870,TV Show,The Who Was? Show,Not Given,United States,2018-05-11,2018,TV-PG,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0
8007,s4875,TV Show,A Little Help with Carol Burnett,Not Given,United States,2018-05-04,2018,TV-G,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows, TV Comedies,0
8008,s4880,TV Show,Kong: King of the Apes,Not Given,United States,2018-05-04,2018,TV-Y7,2 Seasons,Kids' TV,Kids' TV,0,0
8009,s4896,Movie,Pocoyo Halloween: Space Halloween,Not Given,United States,2018-05-01,2015,TV-Y,40 min,Movies,Movies,0,0
8010,s4899,TV Show,Simon,Not Given,France,2018-05-01,2016,TV-Y,1 Season,Kids' TV,Kids' TV,0,0
8011,s4904,TV Show,Black Crows,Not Given,Saudi Arabia,2018-04-30,2017,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0
8012,s4925,TV Show,Charité,Not Given,Germany,2018-04-19,2017,TV-MA,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0
8013,s4926,TV Show,The Chalet,Not Given,France,2018-04-17,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas
8014,s4927,TV Show,The Honeymoon Stand Up Special,Not Given,United States,2018-04-17,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows, TV Comedies,0
8015,s4931,TV Show,The Magic School Bus Rides Again,Not Given,United States,2018-04-13,2018,TV-Y,2 Seasons,Kids' TV,Kids' TV,0,0
8016,s4934,TV Show,AMO,Not Given,Philippines,2018-04-09,2017,TV-MA,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0
8017,s4942,TV Show,Troy,Not Given,United Kingdom,2018-04-06,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",British TV Shows, International TV Shows, Romantic TV Shows
8018,s4943,TV Show,Wakfu,Not Given,France,2018-04-06,2017,TV-PG,3 Seasons,Kids' TV,Kids' TV,0,0
8019,s4947,TV Show,Star Trek: The Next Generation,Not Given,United States,2018-04-02,1993,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",TV Action & Adventure, TV Sci-Fi & Fantasy,0
8020,s4950,TV Show,Fallet,Not Given,Sweden,2018-04-01,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",Crime TV Shows, International TV Shows, TV Comedies
8021,s4952,TV Show,Loaded,Not Given,United Kingdom,2018-04-01,2017,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",British TV Shows, International TV Shows, TV Comedies
8022,s4958,TV Show,Doctor Foster,Not Given,United Kingdom,2018-03-31,2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",British TV Shows, International TV Shows, Romantic TV Shows
8023,s4962,TV Show,Rapture,Not Given,United States,2018-03-30,2018,TV-MA,1 Season,Docuseries,Docuseries,0,0
8024,s4965,TV Show,Trailer Park Boys,Not Given,Canada,2018-03-30,2018,TV-MA,12 Seasons,"Classic & Cult TV, Crime TV Shows, International TV Shows",Classic & Cult TV, Crime TV Shows, International TV Shows
8025,s4968,TV Show,Trump: An American Dream,Not Given,United Kingdom,2018-03-30,2018,TV-14,1 Season,Docuseries,Docuseries,0,0
8026,s4974,TV Show,Requiem,Not Given,United Kingdom,2018-03-23,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",British TV Shows, International TV Shows, TV Dramas
8027,s4977,TV Show,The Standups,Not Given,United States,2018-03-20,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows, TV Comedies,0
8028,s4979,TV Show,Edha,Not Given,Argentina,2018-03-16,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",International TV Shows, Spanish-Language TV Shows, TV Dramas
8029,s4981,TV Show,Wild Wild Country,Not Given,United States,2018-03-16,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0
